evaluation_index,dataset_id,mean_residual,residual_std,mae,rmse
3838,3838,0.08221528580261175,0.31430886290168486,0.24656583407354823,0.32412260675809473
3839,3839,0.7303343457344755,0.28621394541651396,0.734119271513616,0.7841537393888631
3840,3840,-0.5713334844306185,0.338777437583213,0.597757057797496,0.6637908193745995
3841,3841,0.0089554577958042,0.3134004938794986,0.2629319286225325,0.31274425724611876
3842,3842,-0.9889114337526133,0.5417099473508893,0.9938391455871016,1.126910929279798
3843,3843,-0.14839714862726555,0.5715368253167197,0.4939362067913521,0.5891033735265414
3844,3844,0.5385640228926287,0.3651025145854044,0.5447768192405984,0.6501419488697021
3845,3845,-0.40616418527566894,0.3316205905802098,0.4186660544627995,0.5238241120995971
3846,3846,-0.6514325642168487,0.24531734554899606,0.6514325642168487,0.6958764852681891
3847,3847,0.085434526306541,0.354132437919025,0.2878214659843634,0.363430588907652
3848,3848,0.16723924945142069,0.2997534071761787,0.27183506744105,0.34259569633203785
3849,3849,-0.041673562259658375,0.40626843715826977,0.28503892068062653,0.40738858428689123
3850,3850,0.5544524820950162,0.33926734671778175,0.5592274094302865,0.6495724561490451
3851,3851,0.4099101721036766,0.2710631129357412,0.4241490629126545,0.49105415621141835
3852,3852,0.2163113817270448,0.3433151890331469,0.3132955942964607,0.40505136253372165
3853,3853,0.33762921557676434,0.2651319179465825,0.3606708651704947,0.4288787083260772
3854,3854,-0.41788879590198774,0.6275234419350307,0.5476668224109508,0.7526272567264032
3855,3855,0.19322418832407892,0.7117942149251478,0.6116391803279317,0.7358351284984987
3856,3856,0.13000540647709335,0.26486833182667036,0.24183740304408297,0.2944585925930745
3857,3857,0.00736907673886126,0.36826729489266613,0.2876040927435925,0.3674193786085695
3858,3858,-0.00312701754526608,0.40223410550493666,0.32916220839186605,0.40123944533399025
3859,3859,-0.08260597640395012,0.4414706814421933,0.32101415266876826,0.44804645752178346
3860,3860,-0.17472582778152598,0.39270000382376785,0.2867881359837234,0.42891880517425535
3861,3861,0.5110426923322813,0.31023493448379913,0.5219233958632581,0.5974354520678556
3862,3862,0.043863966765203044,0.4706730045330898,0.3600303258344577,0.47153945687567206
3863,3863,-0.10835615108993718,0.33916883735146347,0.27822465306615723,0.35524833315332677
3864,3864,-0.5026900111318131,0.2406695267025942,0.5106623788937111,0.5570722208740414
3865,3865,0.00926493222237878,0.4278983907590267,0.3436953858026191,0.42692784708798176
3866,3866,-0.6045145611760013,0.6117352168169409,0.6831490129309229,0.8589451264722403
3867,3867,-0.10894921106899591,0.2810626518494348,0.24714687339343655,0.3007842479018309
3868,3868,0.36227993875192616,0.2843265910757622,0.40453275043154835,0.4600914652141455
3869,3869,1.2172626484488407,0.5614638706830882,1.224438417737545,1.33992306682164
3870,3870,0.41189405553147973,0.3069210417205326,0.42741124785889467,0.5132116875166938
3871,3871,0.31025292249515707,0.2558563816224697,0.3329138974710936,0.4017362959624685
3872,3872,-0.25017803772837793,0.32205086439907993,0.34959127276772306,0.4071697754322087
3873,3873,-0.09604963564450712,0.4563358945521087,0.37054141139726837,0.46521690523973064
3874,3874,0.09517506430383875,0.4169099291992176,0.3263100608818318,0.42661822802689997
3875,3875,-0.42208777990617513,0.4993342028939703,0.5091780296436488,0.6528752307255818
3876,3876,-0.4860159263654694,0.47526394324815074,0.5216761876827529,0.6789388170917229
3877,3877,0.09643183773224295,0.4356915411534978,0.34130169885250133,0.445170846716139
3878,3878,0.3872376758914281,0.7251106068573998,0.5698555913763079,0.8204324974341374
3879,3879,-0.6429546611034778,1.0578606487746314,0.8110302493315131,1.235663587996119
3880,3880,0.5833941474154715,0.3544983503693372,0.5951680502266425,0.6821945955892155
3881,3881,-0.12542228834603672,0.35341772667611876,0.2997713616338856,0.374179528428838
3882,3882,0.22955641154592996,0.25321127510587527,0.27884342645678617,0.3413085351604673
3883,3883,0.41675312136889475,0.371839203117428,0.47362086905658,0.5579034281852421
3884,3884,0.5953017898183753,0.5304433170153274,0.6225620083744211,0.7964593416894257
3885,3885,-0.38152517164007776,0.4176514061489689,0.4562376960824351,0.5649088335013984
3886,3886,-2.1796036935105745,1.63490256745759,2.1855354892431107,2.722170849491075
3887,3887,0.20456191788130604,0.4523831216866059,0.4050730973247581,0.4954521314822069
3888,3888,-0.32955463122069856,0.5914446645077196,0.5799297800120842,0.6757692003767163
3889,3889,0.5667381464229574,0.3319289569994645,0.5873970436690111,0.6563673323248257
3890,3890,-0.02438605428169254,0.32288008158271964,0.22817826979444725,0.32299375998752516
3891,3891,0.7111330428127447,0.36647832242931233,0.7133938810873767,0.7995905412063495
3892,3892,0.06660757490854614,0.36652575333250953,0.3131315737136698,0.37162614446763753
3893,3893,0.24978343237951936,0.22888438212746173,0.2776222112711014,0.33840491008739
3894,3894,0.08356872636000615,0.4251693306358088,0.35556828809862745,0.4322601611763091
3895,3895,-0.12022710620004112,0.29719812121301487,0.23815545864551904,0.3199056840719138
3896,3896,-0.13538230646373145,0.3334737791188323,0.27389133177435443,0.35913382805917415
3897,3897,0.747123810032218,0.7079245573665298,0.8347445685517729,1.0280298539172108
3898,3898,-0.15670355843726821,0.31318671774920903,0.28354120529311044,0.349501782256618
3899,3899,0.27945060182956094,0.24654653595181253,0.31983710269483795,0.3722551642097031
3900,3900,-0.5701934901971677,0.47306126284591044,0.5863590561799318,0.7401274484009955
3901,3901,-0.12011780652007298,0.37931750273871523,0.28958503382387923,0.3969768840722458
3902,3902,0.6292033985581235,0.5120645428467695,0.6595115000316332,0.8104294925024382
3903,3903,0.29748611577525247,0.6031498247307835,0.5137197911886447,0.6711696891222501
3904,3904,0.11231926490176146,0.40880254405482674,0.3825999365513863,0.4229651755093345
3905,3905,0.8981254587910277,0.7271797253978128,1.0215572529260344,1.1544590685654839
3906,3906,-0.17349700527326894,0.6285620039959249,0.5125028953374318,0.6505504997629539
3907,3907,0.19999492914210928,0.4455291909438881,0.38875858603307506,0.48734151307451457
3908,3908,0.21185547196515994,0.4425709376739291,0.41991753527823533,0.4896656315291013
3909,3909,0.19119279298956784,0.5576885772653994,0.4815481093730733,0.5882313750195545
3910,3910,0.3858130817216848,0.43833897485935364,0.46332173442622304,0.5831227020309951
3911,3911,0.47710158675316017,0.3739053975444415,0.5415661824126584,0.6055841346697302
3912,3912,0.45440974370064224,0.3678504314348217,0.4889492543058312,0.5840595734831626
3913,3913,0.2861743777279592,0.29525142545116795,0.3428841567012816,0.41064986506484635
3914,3914,0.10860259373578547,0.2571200049745795,0.23489430893771576,0.27852229145882956
3915,3915,-0.23240360291798814,0.2556952974546615,0.2661313513449628,0.34505741459065564
3916,3916,0.36363262164805826,0.2739206991870944,0.3891011858989891,0.45484730429295805
3917,3917,0.10542759470908969,0.4088928144522976,0.33335674410219196,0.4212746666585964
3918,3918,0.5007999304266788,0.27313353161141724,0.5016808788890769,0.570113573575861
3919,3919,0.14014114459657043,0.22333072082268843,0.2126992307152458,0.2631858055019354
3920,3920,-0.1130673142724951,0.47803744167375745,0.3392612600081917,0.49006266356515704
3921,3921,0.041606119135810894,0.6659315986299611,0.49076177790022996,0.6655664044504723
3922,3922,0.059085062277624056,0.4295486955348846,0.35669339036262343,0.432528110081753
3923,3923,0.1102229753995258,0.26700297175279425,0.21844844066938462,0.28824163178854606
3924,3924,0.8913673149648704,0.8942343048193777,0.9946890708570829,1.2610283133791642
3925,3925,0.22703400760006495,0.2804136243100986,0.3004612010900985,0.36025419123471386
3926,3926,0.4238036552036482,0.7283109141955834,0.7157759773330804,0.8410672636369204
3927,3927,-0.9665171093297792,0.678045501467211,0.968935742177138,1.1796619414801914
3928,3928,-0.010189100125195432,0.2808987834366069,0.22031669180070831,0.2803808546688704
3929,3929,0.03149429899765087,0.37105868727480423,0.2859433175331554,0.37146738420007197
3930,3930,0.14944928028887305,0.3350538766297937,0.27315255896569846,0.3661077466024065
3931,3931,-0.25541006901774566,0.2175605841860142,0.2853903763807657,0.3351570499154875
3932,3932,0.2085882353596488,0.37764614972806565,0.36849142355425146,0.43059561454206974
3933,3933,0.414481567913854,0.24288957821090423,0.42095786313705785,0.4800993028611689
3934,3934,-0.2231500253670319,0.313219212592646,0.2971185062520976,0.3839422841818525
3935,3935,0.5257736171731584,0.30268917410273133,0.532429406268129,0.6063006918631592
3936,3936,0.15106768420131694,0.33016813211056634,0.29340911870675856,0.3623360121406956
3937,3937,0.2150820796335529,0.5330614870189694,0.4533959421018933,0.5735800529809718
3938,3938,0.6943249485830796,0.4673680698258227,0.6984894651583591,0.8363180509555845
3939,3939,-0.27352764463365664,0.4539554618175153,0.40742534282345516,0.5290203737912367
3940,3940,-0.14731133017928436,0.43283576528562495,0.331777474362839,0.4561915099067833
3941,3941,-0.02287532535426216,0.4234542313943236,0.3224047290156584,0.42301323757701953
3942,3942,-0.24432899863660296,0.2590099257457147,0.3086627315736834,0.3555943904245282
